game_index,game_id,experiment,n_games,n_player_games,player_type,elo,se_elo,log_worth,se_log_worth
4,0123e256-4108-4e1c-b43c-94e3d6e0d939,2026-oss-v-sonnet-standard,4,4,GPT-OSS-120B-Briefed,1341.4507924176082,84.67545496138526,-0.912682604713085,0.487431100841436
4,0123e256-4108-4e1c-b43c-94e3d6e0d939,2026-oss-v-sonnet-standard,4,4,GPT-OSS-120B-Simple,1248.2428879800011,89.53731027230441,-1.44923043298121,0.515418189749477
5,4e5fcf1e-a686-4193-914b-bdd6ed6c6fe2,2026-oss-v-sonnet-standard,5,1,GLM-4.7-Simple,2002.6469356118594,186.06580461416712,2.89346835244752,1.07108087005131
5,4e5fcf1e-a686-4193-914b-bdd6ed6c6fe2,2026-oss-v-sonnet-standard,5,5,Sonnet-4.5-Simple,1719.7577821030236,80.38620118077114,1.26502748284964,0.46274017130316
5,4e5fcf1e-a686-4193-914b-bdd6ed6c6fe2,2026-oss-v-sonnet-standard,5,1,GLM-4.7-Briefed,1670.666903109669,151.03751541659847,0.982437667419457,0.869441828702795
5,4e5fcf1e-a686-4193-914b-bdd6ed6c6fe2,2026-oss-v-sonnet-standard,5,5,Sonnet-4.5-Briefed,1538.416023052415,76.73777578036102,0.221140405031514,0.441738146453447
5,4e5fcf1e-a686-4193-914b-bdd6ed6c6fe2,2026-oss-v-sonnet-standard,5,5,Vanilla,1500.0,42.7767240063472,0.0,0.246242617560339
5,4e5fcf1e-a686-4193-914b-bdd6ed6c6fe2,2026-oss-v-sonnet-standard,5,5,GPT-OSS-120B-Briefed,1345.8637089122763,76.20712873744942,-0.887279815369958,0.438683496526823
5,4e5fcf1e-a686-4193-914b-bdd6ed6c6fe2,2026-oss-v-sonnet-standard,5,5,GPT-OSS-120B-Simple,1345.7777538013618,75.57392278608798,-0.887774612762605,0.435038470065823
6,115cc80f-7c1d-4222-a840-e65e9ab6c6cc,2026-oss-v-sonnet-standard,6,1,GLM-4.7-Simple,1925.0122005930843,179.9082105966762,2.44656689356558,1.03563490956785
6,115cc80f-7c1d-4222-a840-e65e9ab6c6cc,2026-oss-v-sonnet-standard,6,6,Sonnet-4.5-Simple,1638.1300217108403,66.48866354460668,0.795140322215813,0.38273951382727
6,115cc80f-7c1d-4222-a840-e65e9ab6c6cc,2026-oss-v-sonnet-standard,6,1,GLM-4.7-Briefed,1590.2893848260853,143.61636197809256,0.519747478890367,0.826722235501982
6,115cc80f-7c1d-4222-a840-e65e9ab6c6cc,2026-oss-v-sonnet-standard,6,6,Vanilla,1500.0,36.50495666086194,0.0,0.210139422569236
6,115cc80f-7c1d-4222-a840-e65e9ab6c6cc,2026-oss-v-sonnet-standard,6,6,Sonnet-4.5-Briefed,1437.650744257225,65.17150111266825,-0.358911167081467,0.375157317375187
6,115cc80f-7c1d-4222-a840-e65e9ab6c6cc,2026-oss-v-sonnet-standard,6,6,GPT-OSS-120B-Simple,1333.5704431129134,66.10299618871423,-0.958045541804527,0.380519434065939
6,115cc80f-7c1d-4222-a840-e65e9ab6c6cc,2026-oss-v-sonnet-standard,6,6,GPT-OSS-120B-Briefed,1308.607428810093,67.27673270749946,-1.1017442033292,0.387276004594083
7,2bb13ba5-b953-49e9-b4c5-1bd88cc422aa,2026-staff-standard,7,2,GLM-4.7-Simple,2122.411686984141,181.17021052017677,3.5828896803874,1.04289956509588
7,2bb13ba5-b953-49e9-b4c5-1bd88cc422aa,2026-staff-standard,7,2,GLM-4.7-Briefed,1804.955555072504,118.3667415377815,1.75546528783918,0.681373736427937
7,2bb13ba5-b953-49e9-b4c5-1bd88cc422aa,2026-staff-standard,7,7,Sonnet-4.5-Simple,1616.2547521628057,62.27533349870168,0.669216148299487,0.358485636438358
7,2bb13ba5-b953-49e9-b4c5-1bd88cc422aa,2026-staff-standard,7,7,Vanilla,1500.0,35.19811733210312,0.0,0.20261665067589
7,2bb13ba5-b953-49e9-b4c5-1bd88cc422aa,2026-staff-standard,7,7,Sonnet-4.5-Briefed,1491.63351858081,60.96999436385052,-0.048161338491597,0.350971500355333
7,2bb13ba5-b953-49e9-b4c5-1bd88cc422aa,2026-staff-standard,7,7,GPT-OSS-120B-Simple,1369.0437570704278,61.595330224731185,-0.75384473201035,0.354571222933779
7,2bb13ba5-b953-49e9-b4c5-1bd88cc422aa,2026-staff-standard,7,7,GPT-OSS-120B-Briefed,1285.7966869915133,64.1706315289811,-1.2330533885082,0.369395848916614
8,ff96bdd3-fc22-4005-9b56-67e9bad2b20b,2026-oss-v-sonnet-standard,8,2,GLM-4.7-Simple,2102.9231891155446,179.3270542114952,3.47070486869471,1.03228950449481
8,ff96bdd3-fc22-4005-9b56-67e9bad2b20b,2026-oss-v-sonnet-standard,8,2,GLM-4.7-Briefed,1779.3656683685592,116.007211423328,1.60815805869941,0.667791189257909
8,ff96bdd3-fc22-4005-9b56-67e9bad2b20b,2026-oss-v-sonnet-standard,8,8,Sonnet-4.5-Simple,1535.4349294856788,56.147772006522025,0.203979851012548,0.323212557067615
8,ff96bdd3-fc22-4005-9b56-67e9bad2b20b,2026-oss-v-sonnet-standard,8,8,Vanilla,1500.0,32.30213353195036,0.0,0.18594602785643
8,ff96bdd3-fc22-4005-9b56-67e9bad2b20b,2026-oss-v-sonnet-standard,8,8,Sonnet-4.5-Briefed,1497.9273634324763,56.87892292815163,-0.0119310551589363,0.327421400099798
8,ff96bdd3-fc22-4005-9b56-67e9bad2b20b,2026-oss-v-sonnet-standard,8,8,GPT-OSS-120B-Simple,1338.5226498804298,57.65910485192571,-0.929538348103756,0.331912488268562
8,ff96bdd3-fc22-4005-9b56-67e9bad2b20b,2026-oss-v-sonnet-standard,8,8,GPT-OSS-120B-Briefed,1288.9822110080268,59.202463983696134,-1.2147160382237,0.340796777593439
9,ff11198e-eac8-4f33-80bd-a7b2ca975dc0,2026-staff-standard,9,3,GLM-4.7-Simple,1659.5602966732179,72.55879654167363,0.918502901383646,0.417682008206114
9,ff11198e-eac8-4f33-80bd-a7b2ca975dc0,2026-staff-standard,9,9,Sonnet-4.5-Simple,1519.2930827721857,48.77768597929338,0.111059911972836,0.280786931516664
9,ff11198e-eac8-4f33-80bd-a7b2ca975dc0,2026-staff-standard,9,9,Vanilla,1500.0,29.566159559000866,0.0,0.170196495644097
9,ff11198e-eac8-4f33-80bd-a7b2ca975dc0,2026-staff-standard,9,9,Sonnet-4.5-Briefed,1483.2976870619098,49.67737866946496,-0.0961462419744213,0.285965978958326
9,ff11198e-eac8-4f33-80bd-a7b2ca975dc0,2026-staff-standard,9,3,GLM-4.7-Briefed,1478.628007830168,69.54783644681595,-0.123027076444602,0.400349528631066
9,ff11198e-eac8-4f33-80bd-a7b2ca975dc0,2026-staff-standard,9,9,GPT-OSS-120B-Simple,1405.220950124017,49.9738227945286,-0.545592068431445,0.287672448516519
9,ff11198e-eac8-4f33-80bd-a7b2ca975dc0,2026-staff-standard,9,9,GPT-OSS-120B-Briefed,1290.527443912532,52.99890232847624,-1.20582096259591,0.305086206116492
10,b22fa408-d461-4123-bf25-d9133d075064,2026-staff-standard,10,4,GLM-4.7-Simple,1697.5392056000883,66.84949503705089,1.13712707524162,0.384816626866232
10,b22fa408-d461-4123-bf25-d9133d075064,2026-staff-standard,10,10,Sonnet-4.5-Simple,1557.3361123480126,46.55442178307701,0.330053193956914,0.267988794026676
10,b22fa408-d461-4123-bf25-d9133d075064,2026-staff-standard,10,10,Vanilla,1500.0,28.865695965922367,0.0,0.166164303075078
10,b22fa408-d461-4123-bf25-d9133d075064,2026-staff-standard,10,10,Sonnet-4.5-Briefed,1486.5605967080655,47.29550205462779,-0.0773634241968593,0.272254794991638
10,b22fa408-d461-4123-bf25-d9133d075064,2026-staff-standard,10,4,GLM-4.7-Briefed,1442.6088148256013,62.74402012760359,-0.330370218629578,0.361183613550846
10,b22fa408-d461-4123-bf25-d9133d075064,2026-staff-standard,10,10,GPT-OSS-120B-Simple,1384.83630862472,47.765587096283525,-0.662935497537216,0.274960822015028
10,b22fa408-d461-4123-bf25-d9133d075064,2026-staff-standard,10,10,GPT-OSS-120B-Briefed,1326.038580684396,48.98163386587583,-1.00140242718049,0.281960949925145
11,f4036fdb-35a9-4a66-9e12-68a97394b991,2026-staff-standard,11,5,GLM-4.7-Simple,1576.7530087426421,54.08300631022648,0.44182583443312,0.311326810285576
11,f4036fdb-35a9-4a66-9e12-68a97394b991,2026-staff-standard,11,11,Sonnet-4.5-Simple,1538.508349847836,43.636406044109066,0.221671880788563,0.251191345172502
11,f4036fdb-35a9-4a66-9e12-68a97394b991,2026-staff-standard,11,5,GLM-4.7-Briefed,1528.1793881450837,55.04029258090542,0.162213597681408,0.316837393027059
11,f4036fdb-35a9-4a66-9e12-68a97394b991,2026-staff-standard,11,11,Vanilla,1500.0,27.944820273871887,0.0,0.160863316472538
11,f4036fdb-35a9-4a66-9e12-68a97394b991,2026-staff-standard,11,11,Sonnet-4.5-Briefed,1477.156991711669,44.47793632436325,-0.131494925909626,0.256035582869043
11,f4036fdb-35a9-4a66-9e12-68a97394b991,2026-staff-standard,11,11,GPT-OSS-120B-Simple,1363.554091718034,45.21170963045804,-0.785445786025221,0.26025952155967
11,f4036fdb-35a9-4a66-9e12-68a97394b991,2026-staff-standard,11,11,GPT-OSS-120B-Briefed,1317.4925898366923,46.37316557043571,-1.05059710500745,0.266945399393575
12,0ba8fd36-5757-4616-b85b-e33f9a0b8152,2026-oss-v-sonnet-standard,12,5,GLM-4.7-Simple,1579.0700256214066,53.73743343671511,0.45516365574627,0.30933753291785
12,0ba8fd36-5757-4616-b85b-e33f9a0b8152,2026-oss-v-sonnet-standard,12,12,Sonnet-4.5-Simple,1567.0320954675326,42.42396816038599,0.385867759439234,0.244211991679397
12,0ba8fd36-5757-4616-b85b-e33f9a0b8152,2026-oss-v-sonnet-standard,12,5,GLM-4.7-Briefed,1531.839931701419,54.74912749898603,0.183285380244086,0.315161312083989
12,0ba8fd36-5757-4616-b85b-e33f9a0b8152,2026-oss-v-sonnet-standard,12,12,Vanilla,1500.0,26.515053340223236,0.0,0.15263291640285
12,0ba8fd36-5757-4616-b85b-e33f9a0b8152,2026-oss-v-sonnet-standard,12,12,Sonnet-4.5-Briefed,1457.9697350304918,43.04543763385178,-0.241945653933449,0.24778945754278
12,0ba8fd36-5757-4616-b85b-e33f9a0b8152,2026-oss-v-sonnet-standard,12,12,GPT-OSS-120B-Simple,1343.840419100225,44.148736528896336,-0.898926807770047,0.254140556514896
12,0ba8fd36-5757-4616-b85b-e33f9a0b8152,2026-oss-v-sonnet-standard,12,12,GPT-OSS-120B-Briefed,1326.9151504204528,44.858685627765894,-0.996356486162455,0.2582273520445
13,d09c8add-eebf-4312-a54b-3652895e10a1,2026-oss-v-sonnet-standard,13,5,GLM-4.7-Simple,1589.6679063395482,53.14473038225651,0.516169961143573,0.305925659873429
13,d09c8add-eebf-4312-a54b-3652895e10a1,2026-oss-v-sonnet-standard,13,13,Sonnet-4.5-Simple,1561.8597937800491,40.564530693341,0.356093597534064,0.233508209196966
13,d09c8add-eebf-4312-a54b-3652895e10a1,2026-oss-v-sonnet-standard,13,5,GLM-4.7-Briefed,1542.1272782257493,54.18724443197281,0.242504107127556,0.311926853148713
13,d09c8add-eebf-4312-a54b-3652895e10a1,2026-oss-v-sonnet-standard,13,13,Vanilla,1500.0,24.666960783268163,0.0,0.141994440472555
13,d09c8add-eebf-4312-a54b-3652895e10a1,2026-oss-v-sonnet-standard,13,13,Sonnet-4.5-Briefed,1478.932286038909,41.444572681163784,-0.121275510275677,0.23857413810289
13,d09c8add-eebf-4312-a54b-3652895e10a1,2026-oss-v-sonnet-standard,13,13,GPT-OSS-120B-Simple,1367.26583615953,42.40803626406858,-0.764079267475239,0.244120280311988
13,d09c8add-eebf-4312-a54b-3652895e10a1,2026-oss-v-sonnet-standard,13,13,GPT-OSS-120B-Briefed,1334.0363775266414,43.41417503965092,-0.955363407716117,0.249912080677336
14,6e8a9b9c-a8b5-44d2-a4c7-595f9a230a78,2026-oss-v-sonnet-standard,14,5,GLM-4.7-Simple,1605.5085583636728,52.324021284584056,0.607356084178713,0.301201278538466
14,6e8a9b9c-a8b5-44d2-a4c7-595f9a230a78,2026-oss-v-sonnet-standard,14,5,GLM-4.7-Briefed,1556.4842195974252,53.315926596012865,0.325149305086086,0.30691114449786
14,6e8a9b9c-a8b5-44d2-a4c7-595f9a230a78,2026-oss-v-sonnet-standard,14,14,Sonnet-4.5-Simple,1548.2530022440828,38.779950836994196,0.277766609148583,0.223235341760762
14,6e8a9b9c-a8b5-44d2-a4c7-595f9a230a78,2026-oss-v-sonnet-standard,14,14,Sonnet-4.5-Briefed,1519.211664283296,39.621924212988176,0.11059122947581,0.228082130121416
14,6e8a9b9c-a8b5-44d2-a4c7-595f9a230a78,2026-oss-v-sonnet-standard,14,14,Vanilla,1500.0,23.29186571803533,0.0,0.134078756975918
14,6e8a9b9c-a8b5-44d2-a4c7-595f9a230a78,2026-oss-v-sonnet-standard,14,14,GPT-OSS-120B-Simple,1386.1186109900477,40.773201302912966,-0.655553971759431,0.234709413784332
14,6e8a9b9c-a8b5-44d2-a4c7-595f9a230a78,2026-oss-v-sonnet-standard,14,14,GPT-OSS-120B-Briefed,1362.4581408907618,41.48824706604675,-0.791754586119047,0.238825548071833
15,cc7f40e1-3cd3-461a-860d-88364e73f4f6,2026-oss-v-sonnet-standard,15,5,GLM-4.7-Simple,1598.2364172076213,52.03606468989915,0.565494274628532,0.299543667132589
15,cc7f40e1-3cd3-461a-860d-88364e73f4f6,2026-oss-v-sonnet-standard,15,5,GLM-4.7-Briefed,1548.3065427238141,53.023112186849595,0.278074812924838,0.305225569263977
15,cc7f40e1-3cd3-461a-860d-88364e73f4f6,2026-oss-v-sonnet-standard,15,15,Sonnet-4.5-Simple,1540.2105488943523,37.92333461273173,0.231470526163108,0.218304262389753
15,cc7f40e1-3cd3-461a-860d-88364e73f4f6,2026-oss-v-sonnet-standard,15,15,Sonnet-4.5-Briefed,1516.8449802233442,38.68582393889386,0.0969675008851329,0.222693503779723
15,cc7f40e1-3cd3-461a-860d-88364e73f4f6,2026-oss-v-sonnet-standard,15,15,Vanilla,1500.0,22.48063265982616,0.0,0.129408924108977
15,cc7f40e1-3cd3-461a-860d-88364e73f4f6,2026-oss-v-sonnet-standard,15,15,GPT-OSS-120B-Simple,1373.9248399765668,39.80846465516705,-0.72574696016699,0.22915594322492
15,cc7f40e1-3cd3-461a-860d-88364e73f4f6,2026-oss-v-sonnet-standard,15,15,GPT-OSS-120B-Briefed,1338.3488388286044,40.670054722302226,-0.930538884946085,0.234115654337063
16,2c5230ef-b874-4e9b-8a90-b5b22835fd88,2026-oss-v-sonnet-standard,16,5,GLM-4.7-Simple,1598.1113901042368,51.5131941949107,0.564774560767348,0.296533782614272
16,2c5230ef-b874-4e9b-8a90-b5b22835fd88,2026-oss-v-sonnet-standard,16,5,GLM-4.7-Briefed,1548.610599912401,52.408824327616735,0.279825106799482,0.301689444095285
16,2c5230ef-b874-4e9b-8a90-b5b22835fd88,2026-oss-v-sonnet-standard,16,16,Sonnet-4.5-Simple,1533.3197254091954,36.737415397098964,0.191803757574672,0.211477562621225
16,2c5230ef-b874-4e9b-8a90-b5b22835fd88,2026-oss-v-sonnet-standard,16,16,Vanilla,1500.0,21.49221453162199,0.0,0.123719131989857
16,2c5230ef-b874-4e9b-8a90-b5b22835fd88,2026-oss-v-sonnet-standard,16,16,Sonnet-4.5-Briefed,1494.8597000541004,37.34673290749962,-0.0295899450723667,0.214985076162097
16,2c5230ef-b874-4e9b-8a90-b5b22835fd88,2026-oss-v-sonnet-standard,16,16,GPT-OSS-120B-Briefed,1383.7714116752002,38.007590135724335,-0.669065537141065,0.218789276167866
16,2c5230ef-b874-4e9b-8a90-b5b22835fd88,2026-oss-v-sonnet-standard,16,16,GPT-OSS-120B-Simple,1370.521839438645,38.49632131306064,-0.745336205942163,0.221602638976406
17,958613c0-b188-4a57-813e-028a5828a6a9,2026-oss-v-sonnet-standard,17,5,GLM-4.7-Simple,1606.3339319128456,51.0783798191834,0.612107316254905,0.294030789864849
17,958613c0-b188-4a57-813e-028a5828a6a9,2026-oss-v-sonnet-standard,17,17,Sonnet-4.5-Simple,1560.9676684516594,35.70038328395092,0.350958111328485,0.205507925909498
17,958613c0-b188-4a57-813e-028a5828a6a9,2026-oss-v-sonnet-standard,17,5,GLM-4.7-Briefed,1558.380371051645,52.01438783737792,0.336064430267445,0.299418885138893
17,958613c0-b188-4a57-813e-028a5828a6a9,2026-oss-v-sonnet-standard,17,17,Sonnet-4.5-Briefed,1501.4441558557012,36.366998712297374,0.0083132293632449,0.209345272779674
17,958613c0-b188-4a57-813e-028a5828a6a9,2026-oss-v-sonnet-standard,17,17,Vanilla,1500.0,20.703991045755146,0.0,0.119181752868595
17,958613c0-b188-4a57-813e-028a5828a6a9,2026-oss-v-sonnet-standard,17,17,GPT-OSS-120B-Briefed,1391.2548629746718,37.05295623694157,-0.625987328625288,0.213293961706356
17,958613c0-b188-4a57-813e-028a5828a6a9,2026-oss-v-sonnet-standard,17,17,GPT-OSS-120B-Simple,1373.1971893373784,37.57651551518793,-0.729935653953746,0.216307811179828
18,15fe1b8d-8a28-4ec2-aee4-cb1e49927b42,2026-oss-v-sonnet-standard,18,5,GLM-4.7-Simple,1607.0493723897578,50.69941133975554,0.616225722697561,0.291849271936236
18,15fe1b8d-8a28-4ec2-aee4-cb1e49927b42,2026-oss-v-sonnet-standard,18,18,Sonnet-4.5-Simple,1564.4262638989096,34.68435452724184,0.370867387127326,0.199659194236369
18,15fe1b8d-8a28-4ec2-aee4-cb1e49927b42,2026-oss-v-sonnet-standard,18,5,GLM-4.7-Briefed,1560.6538297481338,51.574653524621375,0.349151510527629,0.296887570955315
18,15fe1b8d-8a28-4ec2-aee4-cb1e49927b42,2026-oss-v-sonnet-standard,18,18,Vanilla,1500.0,19.91306107438357,0.0,0.114628793964389
18,15fe1b8d-8a28-4ec2-aee4-cb1e49927b42,2026-oss-v-sonnet-standard,18,18,Sonnet-4.5-Briefed,1495.2093272879447,35.24616086867625,-0.0275773289304808,0.20289321150371
18,15fe1b8d-8a28-4ec2-aee4-cb1e49927b42,2026-oss-v-sonnet-standard,18,18,GPT-OSS-120B-Briefed,1427.5333280308027,35.22751320163148,-0.417151696537907,0.202785866903319
18,15fe1b8d-8a28-4ec2-aee4-cb1e49927b42,2026-oss-v-sonnet-standard,18,18,GPT-OSS-120B-Simple,1378.8254530432894,36.284085456630216,-0.697536763682072,0.208867985713397
19,058bb9c7-6826-444f-9e6f-0d14fa2061c4,2026-staff-standard,19,19,Sonnet-4.5-Simple,1551.5305051309222,33.30849414463673,0.296633432372288,0.1917391052188
19,058bb9c7-6826-444f-9e6f-0d14fa2061c4,2026-staff-standard,19,6,GLM-4.7-Simple,1550.1960812102284,46.07717898258623,0.288951870803473,0.265241563631304
19,058bb9c7-6826-444f-9e6f-0d14fa2061c4,2026-staff-standard,19,6,GLM-4.7-Briefed,1522.2981576531222,47.26764575023497,0.128358513533273,0.272094441213536
19,058bb9c7-6826-444f-9e6f-0d14fa2061c4,2026-staff-standard,19,19,Vanilla,1500.0,19.43363829024655,0.0,0.1118690145744
19,058bb9c7-6826-444f-9e6f-0d14fa2061c4,2026-staff-standard,19,19,Sonnet-4.5-Briefed,1469.319910814602,33.887883948066786,-0.176608790025062,0.195074341029827
19,058bb9c7-6826-444f-9e6f-0d14fa2061c4,2026-staff-standard,19,19,GPT-OSS-120B-Briefed,1424.115972857821,33.92274589229419,-0.436823574234842,0.195275022512554
19,058bb9c7-6826-444f-9e6f-0d14fa2061c4,2026-staff-standard,19,19,GPT-OSS-120B-Simple,1363.316664304071,35.15221251671054,-0.786812528085367,0.202352401316841
20,3fc1314e-9109-4f76-9635-708b1be95f63,2026-glm-v-sonnet-standard,20,7,GLM-4.7-Briefed,1586.1763480916084,44.4915908501941,0.496070936211005,0.256114184638118
20,3fc1314e-9109-4f76-9635-708b1be95f63,2026-glm-v-sonnet-standard,20,20,Sonnet-4.5-Simple,1557.141210948466,32.633720828688915,0.328931251313914,0.187854797772671
20,3fc1314e-9109-4f76-9635-708b1be95f63,2026-glm-v-sonnet-standard,20,7,GLM-4.7-Simple,1536.2587496461751,43.6975079925011,0.208722141064716,0.251543076261303
20,3fc1314e-9109-4f76-9635-708b1be95f63,2026-glm-v-sonnet-standard,20,20,Vanilla,1500.0,18.831588423192546,0.0,0.108403336951606
20,3fc1314e-9109-4f76-9635-708b1be95f63,2026-glm-v-sonnet-standard,20,20,Sonnet-4.5-Briefed,1470.9798565673184,33.19779203855467,-0.167053374161605,0.191101852670731
20,3fc1314e-9109-4f76-9635-708b1be95f63,2026-glm-v-sonnet-standard,20,19,GPT-OSS-120B-Briefed,1427.1125431631253,33.5336802378519,-0.419573928947086,0.193035380572267
20,3fc1314e-9109-4f76-9635-708b1be95f63,2026-glm-v-sonnet-standard,20,19,GPT-OSS-120B-Simple,1366.7612666063949,34.765742539892926,-0.766983803303807,0.200127701298066
21,593383bc-3b9a-4c28-bfc6-09ab9e9d7a33,2026-oss-v-sonnet-standard,21,7,GLM-4.7-Briefed,1584.769398879641,44.118836151502656,0.487971885505821,0.253968436106742
21,593383bc-3b9a-4c28-bfc6-09ab9e9d7a33,2026-oss-v-sonnet-standard,21,21,Sonnet-4.5-Simple,1543.1240142409215,31.789747775807427,0.248241780853024,0.182996498346537
21,593383bc-3b9a-4c28-bfc6-09ab9e9d7a33,2026-oss-v-sonnet-standard,21,7,GLM-4.7-Simple,1535.6632218906655,43.322634517148394,0.205294007733967,0.249385131071038
21,593383bc-3b9a-4c28-bfc6-09ab9e9d7a33,2026-oss-v-sonnet-standard,21,21,Vanilla,1500.0,18.225560579227515,0.0,0.104914760252973
21,593383bc-3b9a-4c28-bfc6-09ab9e9d7a33,2026-oss-v-sonnet-standard,21,21,Sonnet-4.5-Briefed,1455.9750256841473,32.39973699249225,-0.25342812394782,0.186507878539601
21,593383bc-3b9a-4c28-bfc6-09ab9e9d7a33,2026-oss-v-sonnet-standard,21,20,GPT-OSS-120B-Briefed,1451.931275245665,32.337384238501954,-0.276705822646414,0.186148947234988
21,593383bc-3b9a-4c28-bfc6-09ab9e9d7a33,2026-oss-v-sonnet-standard,21,20,GPT-OSS-120B-Simple,1378.3994635179297,33.661167647450256,-0.699988956509234,0.193769257094481
22,707d1e8d-5947-41b5-a3d7-a40b038bbe60,2026-glm-v-sonnet-standard,22,8,GLM-4.7-Briefed,1578.0150888802864,41.95961066827068,0.449090951710883,0.241538935081485
22,707d1e8d-5947-41b5-a3d7-a40b038bbe60,2026-glm-v-sonnet-standard,22,22,Sonnet-4.5-Simple,1535.297380105247,31.020224550300735,0.203188053130215,0.178566766577126
22,707d1e8d-5947-41b5-a3d7-a40b038bbe60,2026-glm-v-sonnet-standard,22,22,Vanilla,1500.0,17.692519857837606,0.0,0.101846331205395
22,707d1e8d-5947-41b5-a3d7-a40b038bbe60,2026-glm-v-sonnet-standard,22,8,GLM-4.7-Simple,1495.458891788794,40.88410122962567,-0.0261407201819891,0.235347805079489
22,707d1e8d-5947-41b5-a3d7-a40b038bbe60,2026-glm-v-sonnet-standard,22,22,Sonnet-4.5-Briefed,1454.4627448596468,31.521785494911345,-0.262133512155108,0.181453983462847
22,707d1e8d-5947-41b5-a3d7-a40b038bbe60,2026-glm-v-sonnet-standard,22,20,GPT-OSS-120B-Briefed,1446.1142924056535,31.803744515379858,-0.310191067580446,0.183077070056262
22,707d1e8d-5947-41b5-a3d7-a40b038bbe60,2026-glm-v-sonnet-standard,22,20,GPT-OSS-120B-Simple,1373.1543799442197,33.07910591283176,-0.730182084630065,0.190418640411144
23,e909600d-d277-4a1a-836f-f72f77932fc8,2026-glm-v-sonnet-standard,23,23,Sonnet-4.5-Simple,1544.1370674589364,30.33640308868526,0.254073383948546,0.174630373817663
23,e909600d-d277-4a1a-836f-f72f77932fc8,2026-glm-v-sonnet-standard,23,9,GLM-4.7-Briefed,1542.2303006478153,39.305536578705734,0.243097151860793,0.22626085649565
23,e909600d-d277-4a1a-836f-f72f77932fc8,2026-glm-v-sonnet-standard,23,9,GLM-4.7-Simple,1503.3705062474653,39.02625942677445,0.0194021936031428,0.224653207978523
23,e909600d-d277-4a1a-836f-f72f77932fc8,2026-glm-v-sonnet-standard,23,23,Vanilla,1500.0,17.26019516011979,0.0,0.0993576701946495
23,e909600d-d277-4a1a-836f-f72f77932fc8,2026-glm-v-sonnet-standard,23,23,Sonnet-4.5-Briefed,1453.577219847733,30.853553433461457,-0.267231003884874,0.177607330504459
23,e909600d-d277-4a1a-836f-f72f77932fc8,2026-glm-v-sonnet-standard,23,20,GPT-OSS-120B-Briefed,1446.8833343456047,31.527639457852136,-0.305764106313399,0.181487681582353
23,e909600d-d277-4a1a-836f-f72f77932fc8,2026-glm-v-sonnet-standard,23,20,GPT-OSS-120B-Simple,1373.5029171613642,32.85918924504896,-0.728175743128688,0.1891526983088
24,49a39e6f-bc8e-4bee-b5c5-701964b05e38,2026-staff-standard,24,24,Sonnet-4.5-Simple,1530.220847711792,29.55756674762612,0.173965183597042,0.170147031445651
24,49a39e6f-bc8e-4bee-b5c5-701964b05e38,2026-staff-standard,24,10,GLM-4.7-Briefed,1519.414919270346,37.5397391257762,0.111761259233954,0.216096109264744
